"Class Code","Class Name","Parameter Code","Parameter"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","17212","Perylene (TSP) STP"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","17150","Phenanthrene (TSP) STP"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43504","Propionaldehyde"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43205","Propylene"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","17204","Pyrene (TSP) STP"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","17158","Retene (TSP) STP"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","14154","Selenium (TSP) LC"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","85154","Selenium PM10 LC"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","45220","Styrene"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43373","Tert-amyl methyl ether"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43817","Tetrachloroethylene"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","45202","Toluene"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43516","Trans-Crotonaldehyde"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43824","Trichloroethylene"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43811","Trichlorofluoromethane"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43851","Trichlorotrifluoroethane"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43518","Valeraldehyde"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43860","Vinyl chloride"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43839","cis-1,2-Dichloroethene"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43831","cis-1,3-Dichloropropene"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","45508","m-Tolualdehyde"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","45109","m/p Xylene"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43233","n-Octane"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","45505","o-Tolualdehyde"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","45204","o-Xylene"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","45507","p-Tolualdehyde"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43396","tert-Butyl ethyl ether"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43838","trans-1,2-Dichloroethylene"
"SCHOOL AIR TOXICS","School Air Toxics Program Parameters","43830","trans-1,3-Dichloropropene"
"SPECIATION","PM2.5 Speciated Parameters","88502","Acceptable PM2.5 AQI & Speciation Mass"
"SPECIATION","PM2.5 Speciated Parameters","88104","Aluminum PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","68104","Ambient Max Temperature"
"SPECIATION","PM2.5 Speciated Parameters","68103","Ambient Min Temperature"
"SPECIATION","PM2.5 Speciated Parameters","88301","Ammonium Ion PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88102","Antimony PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88103","Arsenic PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","68108","Average Ambient Pressure"
"SPECIATION","PM2.5 Speciated Parameters","68118","Average Ambient Pressure for URG3000N"
"SPECIATION","PM2.5 Speciated Parameters","68105","Average Ambient Temperature"
"SPECIATION","PM2.5 Speciated Parameters","68117","Average Ambient Temperature for URG3000N"
"SPECIATION","PM2.5 Speciated Parameters","88107","Barium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88105","Beryllium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88313","Black Carbon PM2.5 at 880 nm"
"SPECIATION","PM2.5 Speciated Parameters","88109","Bromine PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88110","Cadmium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88111","Calcium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88308","Carbonate Carbon CSN PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88117","Cerium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88118","Cesium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88203","Chloride PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88115","Chlorine PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88112","Chromium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88113","Cobalt PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88114","Copper PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88307","EC CSN PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88380","EC CSN_Rev Unadjusted PM2.5 LC TOR"
"SPECIATION","PM2.5 Speciated Parameters","88357","EC CSN_Rev Unadjusted PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88321","EC PM2.5 LC TOR"
"SPECIATION","PM2.5 Speciated Parameters","88381","EC PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88383","EC1 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88329","EC1 PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88384","EC2 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88330","EC2 PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88385","EC3 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88331","EC3 PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88121","Europium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88124","Gallium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88143","Gold PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88127","Hafnium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88131","Indium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88133","Iridium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88126","Iron PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88146","Lanthanum PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88128","Lead PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","63102","Light Absorption Coeffiecient"
"SPECIATION","PM2.5 Speciated Parameters","88140","Magnesium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88132","Manganese PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88142","Mercury PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88134","Molybdenum PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88136","Nickel PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88147","Niobium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88310","Non-volatile Nitrate PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88305","OC CSN Unadjusted PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88370","OC CSN_Rev Unadjusted PM2.5 LC TOR"
"SPECIATION","PM2.5 Speciated Parameters","88355","OC CSN_Rev Unadjusted PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88320","OC PM2.5 LC TOR"
"SPECIATION","PM2.5 Speciated Parameters","88382","OC PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88332","OC1 CSN Unadjusted PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88374","OC1 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88324","OC1 PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88333","OC2 CSN Unadjusted PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88375","OC2 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88325","OC2 PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88334","OC3 CSN Unadjusted PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88376","OC3 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88326","OC3 PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88335","OC4 CSN Unadjusted PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88377","OC4 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88327","OC4 PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88304","OCX Carbon PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88336","OP CSN PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88378","OP CSN_Rev Unadjusted PM2.5 LC TOR"
"SPECIATION","PM2.5 Speciated Parameters","88388","OP CSN_Rev Unadjusted PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88328","OP PM2.5 LC TOR"
"SPECIATION","PM2.5 Speciated Parameters","88379","OP PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88316","Optical EC PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88101","PM2.5 - Local Conditions"
"SPECIATION","PM2.5 Speciated Parameters","88152","Phosphorus PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88303","Potassium Ion PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88180","Potassium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88401","Reconstructed Mass PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88176","Rubidium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88162","Samarium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","68112","Sample Flow Rate CV - Nylon Filter"
"SPECIATION","PM2.5 Speciated Parameters","68113","Sample Flow Rate CV - Quartz Filter"
"SPECIATION","PM2.5 Speciated Parameters","68111","Sample Flow Rate CV - Teflon Filter"
"SPECIATION","PM2.5 Speciated Parameters","68101","Sample Flow Rate- CV"
"SPECIATION","PM2.5 Speciated Parameters","68107","Sample Max Baro Pressure"
"SPECIATION","PM2.5 Speciated Parameters","68106","Sample Min Baro Pressure"
"SPECIATION","PM2.5 Speciated Parameters","68102","Sample Volume"
"SPECIATION","PM2.5 Speciated Parameters","68115","Sample Volume - Nylon Filter"
"SPECIATION","PM2.5 Speciated Parameters","68116","Sample Volume - Quartz Filter"
"SPECIATION","PM2.5 Speciated Parameters","68114","Sample Volume - Teflon Filter"
"SPECIATION","PM2.5 Speciated Parameters","88163","Scandium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88154","Selenium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88165","Silicon PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88166","Silver PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88302","Sodium Ion Pm2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88184","Sodium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88348","Soil PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88168","Strontium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88403","Sulfate PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88169","Sulfur PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88170","Tantalum PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88172","Terbium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88160","Tin PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88161","Titanium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88312","Total Carbon PM2.5 LC TOT"
"SPECIATION","PM2.5 Speciated Parameters","88306","Total Nitrate PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88186","Tungsten PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88314","UV Carbon PM2.5 at 370 nm"
"SPECIATION","PM2.5 Speciated Parameters","88179","Uranium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88164","Vanadium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88309","Volatile Nitrate PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88183","Yttrium PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88167","Zinc PM2.5 LC"
"SPECIATION","PM2.5 Speciated Parameters","88185","Zirconium PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88313","Black Carbon PM2.5 at 880 nm"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88308","Carbonate Carbon CSN PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88315","Delta Carbon PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88307","EC CSN PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88380","EC CSN_Rev Unadjusted PM2.5 LC TOR"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88357","EC CSN_Rev Unadjusted PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88321","EC PM2.5 LC TOR"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88381","EC PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88383","EC1 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88329","EC1 PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88384","EC2 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88330","EC2 PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88385","EC3 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88331","EC3 PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","63102","Light Absorption Coeffiecient"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88305","OC CSN Unadjusted PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88370","OC CSN_Rev Unadjusted PM2.5 LC TOR"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88355","OC CSN_Rev Unadjusted PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88320","OC PM2.5 LC TOR"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88382","OC PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88332","OC1 CSN Unadjusted PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88374","OC1 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88324","OC1 PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88333","OC2 CSN Unadjusted PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88375","OC2 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88325","OC2 PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88334","OC3 CSN Unadjusted PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88376","OC3 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88326","OC3 PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88335","OC4 CSN Unadjusted PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88377","OC4 CSN_Rev Unadjusted PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88327","OC4 PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88304","OCX Carbon PM2.5 LC"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88336","OP CSN PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88378","OP CSN_Rev Unadjusted PM2.5 LC TOR"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88388","OP CSN_Rev Unadjusted PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88328","OP PM2.5 LC TOR"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88379","OP PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88312","Total Carbon PM2.5 LC TOT"
"SPECIATION CARBON","PM2.5 Speciation Carbon Parameters","88314","UV Carbon PM2.5 at 370 nm"
"SPECIATION CATION/ANION","PM2.5 Speciation Cation/Anion Parameters","88301","Ammonium Ion PM2.5 LC"
"SPECIATION CATION/ANION","PM2.5 Speciation Cation/Anion Parameters","88203","Chloride PM2.5 LC"
"SPECIATION CATION/ANION","PM2.5 Speciation Cation/Anion Parameters","88310","Non-volatile Nitrate PM2.5 LC"
"SPECIATION CATION/ANION","PM2.5 Speciation Cation/Anion Parameters","88303","Potassium Ion PM2.5 LC"
"SPECIATION CATION/ANION","PM2.5 Speciation Cation/Anion Parameters","88302","Sodium Ion Pm2.5 LC"
"SPECIATION CATION/ANION","PM2.5 Speciation Cation/Anion Parameters","88403","Sulfate PM2.5 LC"
"SPECIATION CATION/ANION","PM2.5 Speciation Cation/Anion Parameters","88306","Total Nitrate PM2.5 LC"
"SPECIATION CATION/ANION","PM2.5 Speciation Cation/Anion Parameters","88309","Volatile Nitrate PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88104","Aluminum PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88102","Antimony PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88103","Arsenic PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88107","Barium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88105","Beryllium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88109","Bromine PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88110","Cadmium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88111","Calcium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88117","Cerium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88118","Cesium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88115","Chlorine PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88112","Chromium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88113","Cobalt PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88114","Copper PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88121","Europium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88124","Gallium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88143","Gold PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88127","Hafnium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88131","Indium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88133","Iridium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88126","Iron PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88146","Lanthanum PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88128","Lead PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88140","Magnesium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88132","Manganese PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88142","Mercury PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88134","Molybdenum PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88136","Nickel PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88147","Niobium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88152","Phosphorus PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88180","Potassium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88176","Rubidium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88162","Samarium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88163","Scandium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88154","Selenium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88165","Silicon PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88166","Silver PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88184","Sodium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88168","Strontium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88169","Sulfur PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88170","Tantalum PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88172","Terbium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88160","Tin PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88161","Titanium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88186","Tungsten PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88179","Uranium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88164","Vanadium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88183","Yttrium PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88167","Zinc PM2.5 LC"
"SPECIATION METALS","PM2.5 Speciation Metal Parameters","88185","Zirconium PM2.5 LC"
"TARGET SVOC","Semi-Volatile Organic Compounds with Screening Levels","17215","Benzo[a]anthracene (TSP) STP"
"TARGET SVOC","Semi-Volatile Organic Compounds with Screening Levels","17242","Benzo[a]pyrene (TSP) STP"
"TARGET SVOC","Semi-Volatile Organic Compounds with Screening Levels","17220","Benzo[b]fluoranthene (TSP) STP"
"TARGET SVOC","Semi-Volatile Organic Compounds with Screening Levels","17223","Benzo[k]fluoranthene (TSP) STP"
"TARGET SVOC","Semi-Volatile Organic Compounds with Screening Levels","17208","Chrysene (TSP) STP"
"TARGET SVOC","Semi-Volatile Organic Compounds with Screening Levels","17231","Dibenzo[a,h]anthracene (TSP) STP"
"TARGET SVOC","Semi-Volatile Organic Compounds with Screening Levels","17243","Indeno[1,2,3-cd]pyrene (TSP) STP"
"TARGET SVOC","Semi-Volatile Organic Compounds with Screening Levels","17141","Naphthalene (TSP) STP"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","45503","2,5-Dimethylbenzaldehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43503","Acetaldehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43551","Acetone"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43505","Acrolein - Unverified"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43509","Acrolein - Verified"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","45501","Benzaldehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43510","Butyraldehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43329","Butyraldehyde & isobutyraldehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43528","Crotonaldehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43502","Formaldehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43517","Hexanaldehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43513","Isovaleraldehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43552","Methyl ethyl ketone"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43504","Propionaldehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","45504","Tolualdehydes"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43516","Trans-Crotonaldehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","43518","Valeraldehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","45508","m-Tolualdehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","45505","o-Tolualdehyde"
"UATMP CARBONYL","Urban Air Toxics Monitoring Program Carbonyls","45507","p-Tolualdehyde"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43818","1,1,2,2-Tetrachloroethane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43821","1,1,2-Trichloro-1,2,2-trifluoroethane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43820","1,1,2-Trichloroethane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43813","1,1-Dichloroethane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43826","1,1-Dichloroethylene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45810","1,2,4-Trichlorobenzene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45208","1,2,4-Trimethylbenzene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45805","1,2-Dichlorobenzene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43829","1,2-Dichloropropane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45207","1,3,5-Trimethylbenzene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43218","1,3-Butadiene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45806","1,3-Dichlorobenzene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45807","1,4-Dichlorobenzene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43335","3-Chloropropene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43702","Acetonitrile"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43206","Acetylene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43505","Acrolein - Unverified"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43509","Acrolein - Verified"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43704","Acrylonitrile"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45201","Benzene"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","45809","Benzyl chloride"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43836","Bromochloromethane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43828","Bromodichloromethane"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43806","Bromoform"
"UATMP VOC","Urban Air Toxics Monitoring Program VOCs","43819","Bromomethane"
